URL,ATS,Slug,Job_ID,Company,Job_Title,Role_Family,Archetype_Guess,Remote_Eligible,Geography_Notes,Stretch_Count,Intl_Flex_OK,Seniority_Floor_OK,Search_Anchor,Found_On_Board,Snippet,Discovered_Date,Drop_Reason
https://jobs.lever.co/apolloresearch/9f545ae1-891d-4f3e-90f1-13a53ef2938b,lever,apolloresearch,9f545ae1-891d-4f3e-90f1-13a53ef2938b,Apollo Research,US/NatSec Specialist at Apollo Research,chief_of_staff,unclear,unclear,DC,0,unclear,false,dc,lever,DC-based; 25% travel; NatSec engagement,2026-05-11,seniority_floor_false
https://jobs.lever.co/binance/79781dcf-e943-4cfd-8284-ace0790b3024,lever,binance,79781dcf-e943-4cfd-8284-ace0790b3024,Binance,Business Development - Payment (LATAM) at Binance,strategy_ops,unclear,unclear,LATAM,0,unclear,false,latam,lever,BD payment LATAM,2026-05-11,seniority_floor_false
https://job-boards.greenhouse.io/cvx/jobs/6658338003,greenhouse,cvx,6658338003,CVX Ventures,Head of International Expansion CVX Ventures at CVX Ventures,market_entry,builder_leaning,unclear,Europe,0,unclear,false,open_remote,greenhouse,Lead Europe angel investor network expansion,2026-05-11,seniority_floor_false
https://jobs.lever.co/deltasands/f3861ffc-5cb6-401f-bb99-acdfcaf037fb,lever,deltasands,f3861ffc-5cb6-401f-bb99-acdfcaf037fb,Delta Solutions & Strategies,"RMF, Cybersecurity, and ATO Consultant at Delta Solutions & Strategies",chief_of_staff,unclear,unclear,,0,unclear,false,dc,lever,Cyber/ATO consultant,2026-05-11,seniority_floor_false
https://boards.greenhouse.io/heycar/jobs/6311712002,greenhouse,heycar,6311712002,heycar,Head of International Expansion & Roll-out at heycar,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,greenhouse,Lead Intl Expansion department,2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/joko/be614378-24e4-4905-b696-40ff5b557911,ashby,joko,be614378-24e4-4905-b696-40ff5b557911,Joko,International Expansion Manager at Joko,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,ashby,Intl expansion team,2026-05-11,seniority_floor_false
https://boards.greenhouse.io/justworks/jobs/5758901,greenhouse,justworks,5758901,Justworks,International Expansion Manager at Justworks,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,greenhouse,International expansion manager,2026-05-11,seniority_floor_false
https://job-boards.greenhouse.io/justworks/jobs/6978888,greenhouse,justworks,6978888,Justworks,International Expansion Manager - EMEA at Justworks,market_entry,builder_leaning,unclear,EMEA,0,unclear,false,latam,greenhouse,International expansion manager EMEA,2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/kalshi/062febff-3b0e-477f-8e2a-2bc893e95a76,ashby,kalshi,062febff-3b0e-477f-8e2a-2bc893e95a76,Kalshi,International Expansion at Kalshi,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,ashby,High-ownership intl expansion; regulatory & operational complexity,2026-05-11,seniority_floor_false
https://boards.greenhouse.io/103644278/jobs/5224812,greenhouse,103644278,5224812,Lume Deodorant,International Expansion Manager at Lume Deodorant,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,greenhouse,International expansion manager,2026-05-11,seniority_floor_false
https://jobs.lever.co/manomano/ce6be8e7-6908-48ef-9eed-26cfcaadb6ff,lever,manomano,ce6be8e7-6908-48ef-9eed-26cfcaadb6ff,ManoMano,Strategic Program Lead W/M - International expansion of sellers at ManoMano,market_entry,builder_leaning,unclear,,0,unclear,false,dc,lever,Strategic program lead intl expansion,2026-05-11,seniority_floor_false
https://jobs.lever.co/nekohealth/eb8a1b8b-3138-4894-9478-4d8d1a97e21a,lever,nekohealth,eb8a1b8b-3138-4894-9478-4d8d1a97e21a,Neko Health,"Head of Expansion, International (EMEA) at Neko Health",market_entry,builder_leaning,unclear,EMEA; Europe,0,unclear,false,eu,lever,Lead Europe growth strategy; healthcare clinics,2026-05-11,seniority_floor_false
https://jobs.lever.co/nekohealth/d1c28b5d-9963-4758-83da-003f31662fbc,lever,nekohealth,d1c28b5d-9963-4758-83da-003f31662fbc,Neko Health,"Head of Real Estate, International (EMEA) at Neko Health",strategy_ops,unclear,unclear,EMEA,0,unclear,false,eu,lever,Head of Real Estate Intl EMEA,2026-05-11,seniority_floor_false
https://jobs.lever.co/novaspace/35d1c020-d1c2-4aba-96cf-823907f7b706,lever,novaspace,35d1c020-d1c2-4aba-96cf-823907f7b706,Novaspace,Consultant Space & Defence - Europe at Novaspace,chief_of_staff,unclear,unclear,Europe,0,unclear,false,dc,lever,Consultant space & defence,2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/obviant/84a13fe1-abed-47eb-a00d-60b9832f91d8,ashby,obviant,84a13fe1-abed-47eb-a00d-60b9832f91d8,Obviant,GTM - Commercial at Obviant,market_entry,unclear,unclear,Defense,0,unclear,false,dc,ashby,Defense data acquisition; GTM commercial,2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/openai/bcc0a281-7a58-4840-bda3-c8f3e2136873,ashby,openai,bcc0a281-7a58-4840-bda3-c8f3e2136873,OpenAI,"Account Director, International Expansion at OpenAI",market_entry,builder_leaning,unclear,Brazil; LATAM,0,unclear,false,open_remote,ashby,Founding team Brazil; LATAM lighthouse customers,2026-05-11,seniority_floor_false
https://boards.greenhouse.io/outschool/jobs/4313671006,greenhouse,outschool,4313671006,Outschool,International Growth & Expansion Lead at Outschool,market_entry,unclear,unclear,,0,unclear,false,open_remote,greenhouse,Intl growth lead,2026-05-11,seniority_floor_false
https://jobs.lever.co/owner/248cac79-d1f0-450f-b32f-5cec0ee8b5d8,lever,owner,248cac79-d1f0-450f-b32f-5cec0ee8b5d8,Owner,"People Business Partner, CX and G&A at Owner",chief_of_staff,unclear,unclear,,0,unclear,false,open_remote,lever,Not CoS — PBP role,2026-05-11,seniority_floor_false
https://jobs.lever.co/palantir/ead4e034-e6e1-4993-86d1-ad9b8e2933a5,lever,palantir,ead4e034-e6e1-4993-86d1-ad9b8e2933a5,Palantir,Deployment Strategist - US Government at Palantir,chief_of_staff,unclear,unclear,,0,unclear,false,dc,lever,Deployment strategist US Gov,2026-05-11,seniority_floor_false
https://jobs.lever.co/palantir/320bc538-d707-4976-9ad1-44568c0a8ab9,lever,palantir,320bc538-d707-4976-9ad1-44568c0a8ab9,Palantir,Industrial Security Specialist at Palantir,chief_of_staff,unclear,unclear,,0,unclear,false,dc,lever,Industrial Security Specialist,2026-05-11,seniority_floor_false
https://jobs.lever.co/palantir/f7dbfdf1-0bb1-4c11-ac15-6a139cee3410,lever,palantir,f7dbfdf1-0bb1-4c11-ac15-6a139cee3410,Palantir,Software Engineer - Defense Applications at Palantir,chief_of_staff,unclear,unclear,Defense,0,unclear,false,dc,lever,Software engineer defense,2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/pareto-ai/67c922b4-29bd-461d-b2ad-878aa3475098,ashby,pareto-ai,67c922b4-29bd-461d-b2ad-878aa3475098,Pareto.AI,"Executive Assistant, Latin America at Pareto.AI",chief_of_staff,unclear,unclear,LATAM; Latin America,0,unclear,false,latam,ashby,EA LatAm,2026-05-11,seniority_floor_false
https://jobs.lever.co/photoroom/8803f4ca-e611-4e00-b867-8e9b5fec71c4,lever,photoroom,8803f4ca-e611-4e00-b867-8e9b5fec71c4,PhotoRoom,International Growth Manager at PhotoRoom,market_entry,unclear,unclear,Europe; Paris,0,true,false,eu,lever,Intl growth; anywhere in Europe with monthly Paris trip,2026-05-11,seniority_floor_false
https://boards.greenhouse.io/remotecom/jobs/4557523003,greenhouse,remotecom,4557523003,Remote,"Senior Manager, International Expansion at Remote",market_entry,builder_leaning,yes,Remote,0,unclear,false,open_remote,greenhouse,Own development of strategic plans for new markets; remote-first,2026-05-11,seniority_floor_false
https://boards.greenhouse.io/remotecom/jobs/4559954003,greenhouse,remotecom,4559954003,Remote,International Expansion Manager - EMEA at Remote,market_entry,builder_leaning,yes,EMEA; Remote,0,unclear,false,open_remote,greenhouse,Lead execution and roll-out of expansion footprint for EMEA,2026-05-11,seniority_floor_false
https://boards.greenhouse.io/remotecom/jobs/4194115003,greenhouse,remotecom,4194115003,Remote,Director of International Expansion at Remote,market_entry,builder_leaning,yes,Remote,0,unclear,false,open_remote,greenhouse,Own development of strategic plans to launch new markets,2026-05-11,seniority_floor_false
https://job-boards.greenhouse.io/remotecom/jobs/7704765003,greenhouse,remotecom,7704765003,Remote,Onboarding Operations Specialist - EMEA at Remote,strategy_ops,unclear,yes,EMEA; Remote,0,unclear,false,eu,greenhouse,Specialist; rejected on title,2026-05-11,seniority_floor_false
https://jobs.lever.co/rover/ac94f515-a0ba-4d03-ad77-01306c8b9c4b,lever,rover,ac94f515-a0ba-4d03-ad77-01306c8b9c4b,Rover.com,"Senior Project Manager, International Country Launch at Rover.com",market_entry,unclear,unclear,,0,unclear,false,open_remote,lever,Sr PM intl country launch,2026-05-11,seniority_floor_false
https://jobs.lever.co/rover/6cc28bba-028d-4646-a485-7e830b977dcd,lever,rover,6cc28bba-028d-4646-a485-7e830b977dcd,Rover.com,"Director, International Scaling at Rover.com",market_entry,unclear,unclear,,0,unclear,false,dc,lever,Director intl scaling Barcelona,2026-05-11,seniority_floor_false
https://jobs.lever.co/sambatv/2ada074f-de7b-42bf-b6f7-e4648e64b432,lever,sambatv,2ada074f-de7b-42bf-b6f7-e4648e64b432,Samba TV,"Senior Director/VP, Product Management - International Product Strategy at Samba TV",market_entry,unclear,unclear,,0,unclear,false,dc,lever,Sr Dir/VP intl product strategy ad tech,2026-05-11,seniority_floor_false
https://jobs.lever.co/solidcore/1bf43d7d-e5b3-4275-af63-1388d87320d9,lever,solidcore,1bf43d7d-e5b3-4275-af63-1388d87320d9,solidcore,Head of International at solidcore,market_entry,builder_leaning,unclear,DC,0,unclear,false,open_remote,lever,"Lead intl market entry; joint ventures, strategic alliances",2026-05-11,seniority_floor_false
https://careers.tekever.com/jobs/7402673-business-developer,external,careers.tekever.com,7402673-business-developer,Tekever,Business Developer at Tekever,market_entry,builder_leaning,unclear,Defense; France,0,unclear,false,priority_company,named_target,Defines/executes market entry strategy for TEKEVER France territories; drone/defense BD,2026-05-11,seniority_floor_false
https://careers.tekever.com/jobs/7642380-senior-communications-specialist,external,careers.tekever.com,7642380-senior-communications-specialist,Tekever,Senior Communications Specialist at Tekever,strategy_ops,unclear,unclear,,0,unclear,false,priority_company,named_target,"Comms supporting bids/programmes/partnerships/market entries (off-family, not a leadership IC)",2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/tempo-xyz/bc62d6f3-0b49-48fd-83a9-275d7ebad16a,ashby,tempo-xyz,bc62d6f3-0b49-48fd-83a9-275d7ebad16a,Tempo,Enterprise Partnerships (LatAm) at Tempo,partnerships_bd,unclear,unclear,LATAM,0,unclear,false,latam,ashby,LatAm enterprise partnerships,2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/the-global-talent-co/2e160a14-e673-421b-96f1-58b99fe9b521,ashby,the-global-talent-co,2e160a14-e673-421b-96f1-58b99fe9b521,The Global Talent Co,Customer Support Representative - LATAM at The Global Talent Co,market_entry,unclear,unclear,LATAM,0,unclear,false,latam,ashby,Support rep LATAM,2026-05-11,seniority_floor_false
https://jobs.ashbyhq.com/tin-can/afb1a729-835f-4c37-a707-02f83d253993,ashby,tin-can,afb1a729-835f-4c37-a707-02f83d253993,Tin Can,Head of International Expansion at Tin Can,market_entry,builder_leaning,unclear,Seattle,0,false,false,open_remote,ashby,GM-style intl expansion; Seattle 4 days/wk,2026-05-11,intl_flex_false
https://jobs.lever.co/Ubiminds/8c4248ab-ed97-4c2e-9b0c-0e98cd9e6afd,lever,ubiminds,8c4248ab-ed97-4c2e-9b0c-0e98cd9e6afd,Ubiminds,Strategic Partner Relationship Management at Ubiminds,partnerships_bd,unclear,unclear,,0,unclear,false,latam,lever,Strategic partner relationship mgmt,2026-05-11,seniority_floor_false
https://app.welcometothejungle.com/jobs/fTZf5iOc,wttj,,fTZf5iOc,Unknown,CoachHub Account Executive of Benelux & Nordics,chief_of_staff,unclear,unclear,,0,unclear,false,eu,wttj,AE Benelux/Nordics,2026-05-11,seniority_floor_false
https://app.welcometothejungle.com/jobs/vW2gLN6E,wttj,,vW2gLN6E,Unknown,HeliosX Head of International Expansion,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,wttj,Head intl expansion HeliosX,2026-05-11,seniority_floor_false
https://app.welcometothejungle.com/jobs/un1W1sn3,wttj,,un1W1sn3,Unknown,Justworks International Expansion Manager,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,wttj,International expansion mgr,2026-05-11,seniority_floor_false
https://app.welcometothejungle.com/jobs/A5NxPQLH,wttj,,A5NxPQLH,Unknown,Anthropic Head of International Marketing,market_entry,unclear,unclear,EMEA; London,0,unclear,false,eu,wttj,Head Intl Marketing London/EMEA hub,2026-05-11,seniority_floor_false
https://app.welcometothejungle.com/jobs/NTtAlC0Y,wttj,,NTtAlC0Y,Unknown,Grindr Head of International,market_entry,unclear,unclear,LATAM,0,unclear,false,latam,wttj,Cross-functional intl growth; LatAm experience plus,2026-05-11,seniority_floor_false
https://app.welcometothejungle.com/jobs/c7Y1C538,wttj,,c7Y1C538,Unknown,Synthesia Strategy and Operations Associate,strategy_ops,unclear,unclear,,0,unclear,false,eu,wttj,S&O associate,2026-05-11,seniority_floor_false
https://app.welcometothejungle.com/jobs/BvrB9JEb,wttj,,BvrB9JEb,Unknown,Airspace Strategy & Operations,strategy_ops,unclear,unclear,,0,unclear,false,dc,wttj,GTM Sr Analyst Airspace,2026-05-11,seniority_floor_false
